"idnum","uniq_id","year","estratopri","strata","upm","prov1t","q1tb","q2","wt","weight1500","idio2","fs2","it1","l1b","vic1ext","pole2n","aoj11","wvsi2","wvsi3","cses6n","b2","b3","b4","b6","b32","b37","b47a","b21a","b43","ed_usa"
"1416",21400001416,2021,"South",4000002021,400141621,"North Carolina","1",28,0.31,0.313152939,"1","1","7.5","7","0","7.5","7.5","1","1","7.5","5","5","5","5","5","5","5","5","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1417",21400001417,2021,"South",4000002021,400141721,"Oklahoma","0",27,0.53,0.534730911,"1","0","5","6","1","2.5","5","0","0","0","1","2","1","1","1","4","4","1","4","Some college, but no degree (yet)"
"1418",21400001418,2021,"West",4000002021,400141821,"Colorado","1",26,2.64,2.639638424,"1","1","7.5","10","0","10","10","0","1","5","5","4","4","4","5","2","1","1","7","High school graduate"
"1419",21400001419,2021,"South",4000002021,400141921,"Texas","1",21,1.26,1.256124496,"0","0","7.5","4","0","2.5","10","0","1","5","1","2","1","1","1","2","2","2","2","2-year college degree"
"1420",21400001420,2021,"Midwest",4000002021,400142021,"Illinois","1",29,1.24,1.235030055,"0","0","10","1","0","10","10","1","1","7.5","7","6","7","6","6","5","7","7","7","2-year college degree"
"1421",21400001421,2021,"Midwest",4000002021,400142121,"Missouri","0",25,2.07,2.073306322,"0","0","5","8","0","5","5","1","1","2.5","5","4","2","2","1","1","3","1","No me considero americano","High school graduate"
"1422",21400001422,2021,"West",4000002021,400142221,"California","1",24,0.61,0.608280003,"1","0","5","1","0","5","7.5","1","0","0","4","2","3","4","4","2","6","5","3","4-year college degree"
"1423",21400001423,2021,"West",4000002021,400142321,"California","0",25,0.34,0.3443923,"0","0","7.5","3","0","5","10","0","0","0","4","5","3","4","3","5","7","5","2","4-year college degree"
"1424",21400001424,2021,"West",4000002021,400142421,"Utah","1",26,0.31,0.313152939,"0","0","7.5","6","0","7.5","7.5","0","1","2.5","5","6","5","5","6","4","6","6","6","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1425",21400001425,2021,"South",4000002021,400142521,"Texas","1",29,0.21,0.21109128,"1","0","7.5","2","0","5","7.5","0","1","5","5","6","2","2","5","5","6","6","No me considero americano","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1426",21400001426,2021,"Midwest",4000002021,400142621,"Ohio","0",23,1.09,1.092803717,"1","0","7.5","9","0","7.5","10","0","0","5","5","3","6","6","6","1","6","1","7","4-year college degree"
"1427",21400001427,2021,"South",4000002021,400142721,"Texas","0",21,2.89,2.891519308,"0","0","7.5","5","0","7.5","7.5","1","0","5","4","4","4","4","4","4","4","4","4","Some college, but no degree (yet)"
"1428",21400001428,2021,"West",4000002021,400142821,"Utah","1",27,0.56,0.559075832,"1","0","7.5","8","0","10","10","0","0","0","5","3","7","6","5","1","5","1","7","4-year college degree"
"1429",21400001429,2021,"South",4000002021,400142921,"Tennessee","0",24,1.88,1.884770989,"0","0","7.5","6","0","7.5","7.5","1","0","5","4","1","5","5","3","1","2","1","6","Some college, but no degree (yet)"
"1430",21400001430,2021,"South",4000002021,400143021,"West Virginia","0",25,0.26,0.261883676,"0","0","7.5","1","0","2.5","10","0","0","2.5","1","1","1","1","2","1","3","1","1","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1431",21400001431,2021,"Northeast",4000002021,400143121,"Maine","1",29,1.61,1.609132171,"0","0","7.5","1","0","5","5","1","0","5","4","3","3","4","4","3","5","5","4","High school graduate"
"1432",21400001432,2021,"South",4000002021,400143221,"Texas","1",22,1.24,1.235030055,"0","0","7.5","5","0","10","10","1","0","7.5","7","7","4","4","7","1","7","4","4","2-year college degree"
"1433",21400001433,2021,"South",4000002021,400143321,"Georgia","1",26,0.73,0.727352679,"1","0","10","8","0","10","10","1","1","10","7","7","7","7","6","5","6","6","7","4-year college degree"
"1434",21400001434,2021,"South",4000002021,400143421,"Tennessee","0",29,0.87,0.868234932,"0","0","5","10","0","5","7.5","1","0","7.5","6","3","5","5","2","1","2","1","7","4-year college degree"
"1435",21400001435,2021,"Northeast",4000002021,400143521,"Pennsylvania","1",29,0.47,0.470729887,"0","0","7.5","7","0","7.5","10","1","0","7.5","6","6","6","6","6","4","5","4","7","4-year college degree"
"1436",21400001436,2021,"South",4000002021,400143621,"Maryland","1",25,0.86,0.85858202,"0","1","5","3","0","5","5","1","1","5","3","4","4","4","2","2","4","5","4","4-year college degree"
"1437",21400001437,2021,"South",4000002021,400143721,"Texas","1",29,1.98,1.97573328,"1","0","10","9","0","10","10","1","0","2.5","5","3","6","7","4","1","2","1","7","2-year college degree"
"1438",21400001438,2021,"Northeast",4000002021,400143821,"Massachusetts","1",20,1.28,1.282958269,"0","1","7.5","4","0","7.5","7.5","1","0","2.5","4","2","3","3","2","2","4","4","5","Some college, but no degree (yet)"
"1439",21400001439,2021,"South",4000002021,400143921,"Florida","1",23,0.49,0.488044381,"0","0","5","2","0","7.5","7.5","0","0","2.5","3","3","2","3","2","2","2","6","3","4-year college degree"
"1440",21400001440,2021,"West",4000002021,400144021,"Oregon","1",26,0.49,0.488044381,"0","0","5","1","0","5","5","1","1","2.5","3","3","2","4","3","4","6","6","2","4-year college degree"
"1441",21400001441,2021,"West",4000002021,400144121,"Arizona","0",25,0.37,0.366140634,"0","0","10","3","0","7.5","7.5","1","0","7.5","3","5","4","5","6","5","5","5","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1442",21400001442,2021,"West",4000002021,400144221,"California","1",26,0.51,0.512706637,"0","0","7.5","3","0","7.5","7.5","0","0","2.5","5","4","4","5","4","4","6","5","4","4-year college degree"
"1443",21400001443,2021,"South",4000002021,400144321,"Virginia","1",26,0.49,0.488044381,"0","0","7.5","3","0","7.5","10","0","0","2.5","6","3","2","5","5","5","6","6","5","4-year college degree"
"1444",21400001444,2021,"Midwest",4000002021,400144421,"Indiana","1",29,0.4,0.396211773,"1","0","10","1","0","7.5","10","0","0","0","7","5","5","5","6","4","7","6","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1445",21400001445,2021,"West",4000002021,400144521,"Oregon","1",27,0.58,0.5790205,"0","0","5","1","0","2.5","10","1","1","5","1","1","1","1","1","1","2","1","1","4-year college degree"
"1446",21400001446,2021,"Northeast",4000002021,400144621,"New York","1",28,0.6,0.595583498,"0","0","7.5","2","0","7.5","10","1","1","5","4","3","2","4","4","3","5","6","3","4-year college degree"
"1447",21400001447,2021,"Midwest",4000002021,400144721,"Ohio","1",21,0.56,0.558478415,"0","0","5","7","0","5","2.5","1","0","0","6","5","1","3","1","1","1","1","5","4-year college degree"
"1448",21400001448,2021,"Northeast",4000002021,400144821,"New Hampshire","0",22,1.16,1.159108996,"0","0","5","3","0","5","7.5","1","0","5","2","2","1","2","1","1","5","1","4","4-year college degree"
"1449",21400001449,2021,"Northeast",4000002021,400144921,"New York","1",24,0.55,0.547104478,"1","0","5","4","0","5","5","0","1","5","5","5","6","5","6","6","6","6","6","4-year college degree"
"1450",21400001450,2021,"West",4000002021,400145021,"California","0",27,0.29,0.289385706,"0","0","10","2","0","7.5","7.5","1","0","7.5","5","6","5","4","6","5","7","5","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1451",21400001451,2021,"South",4000002021,400145121,"Kentucky","1",19,0.88,0.883360624,"0","0","7.5","2","0","2.5","7.5","1","1","2.5","3","2","1","3","4","3","6","4","1","Some college, but no degree (yet)"
"1452",21400001452,2021,"West",4000002021,400145221,"Colorado","1",18,1.74,1.744745493,"1","0","7.5","2","0","7.5","7.5","1","0","7.5","5","4","4","4","4","4","4","6","5","High school graduate"
"1453",21400001453,2021,"West",4000002021,400145321,"Oregon","1",26,0.52,0.515476286,"0","0","7.5","4","0","5","7.5","1","0","5","2","3","5","3","2","1","6","3","5","4-year college degree"
"1454",21400001454,2021,"Midwest",4000002021,400145421,"Michigan","0",27,2.19,2.189842224,"1","0","5","5","1","5","10","0","0","5","3","3","5","5","2","1","2","1","7","High school graduate"
"1455",21400001455,2021,"South",4000002021,400145521,"Mississippi","1",28,1.74,1.744745493,"0","0","5","3","0","7.5","10","1","1","2.5","5","5","5","5","4","5","6","5","5","High school graduate"
"1456",21400001456,2021,"South",4000002021,400145621,"Virginia","1",24,0.56,0.56208694,"0","0","7.5","8","1","7.5","10","0","1","10","4","5","3","5","4","5","4","5","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1457",21400001457,2021,"South",4000002021,400145721,"Virginia","0",23,5.04,5.041822433,"0","0","7.5","5","0","10","7.5","1","0","10","2","3","3","2","1","1","1","3","7","Some college, but no degree (yet)"
"1458",21400001458,2021,"West",4000002021,400145821,"Nevada","1",29,1.31,1.305918217,"0","0","7.5","7","0","2.5","2.5","1","0","5","5","3","4","4","4","4","4","1","4","Some college, but no degree (yet)"
"1459",21400001459,2021,"South",4000002021,400145921,"Florida","1",23,0.48,0.480764806,"0","0","7.5","4","1","5","5","1","1","5","4","3","3","3","3","2","3","5","5","4-year college degree"
"1460",21400001460,2021,"South",4000002021,400146021,"Florida","1",28,0.4,0.396211773,"0","0","7.5","1","1","2.5","10","0","0","0","4","3","5","5","3","7","7","4","3","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1461",21400001461,2021,"Midwest",4000002021,400146121,"Ohio","1",23,1.57,1.565769911,"0","0","7.5","4","0","7.5","10","0","0","2.5","4","5","4","4","5","2","5","5","3","High school graduate"
"1462",21400001462,2021,"Midwest",4000002021,400146221,"Missouri","1",28,0.31,0.313152939,"0","0","5","2","0","5","7.5","0","1","7.5","4","4","4","4","3","2","5","6","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1463",21400001463,2021,"Northeast",4000002021,400146321,"New York","0",30,0.84,0.841250837,"0","0","7.5","3","0","7.5","5","0","0","7.5","5","5","3","4","5","2","5","6","7","4-year college degree"
"1464",21400001464,2021,"South",4000002021,400146421,"Virginia","1",28,0.79,0.787302911,"0","0","5","4","0","7.5","7.5","1","0","5","1","1","3","4","3","1","3","3","7","Some college, but no degree (yet)"
"1465",21400001465,2021,"South",4000002021,400146521,"Florida","1",29,0.62,0.617490411,"0","0","7.5","3","0","7.5","7.5","0","0","2.5","7","5","5","5","3","5","6","4","4","4-year college degree"
"1466",21400001466,2021,"Midwest",4000002021,400146621,"Wisconsin","1",27,0.4,0.396211773,"0","0","7.5","1","0","5","7.5","1","1","2.5","1","2","1","1","2","1","5","5","1","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1467",21400001467,2021,"West",4000002021,400146721,"Colorado","1",30,0.55,0.551426411,"1","0","7.5","1","0","5","10","1","1","0","4","3","3","7","5","6","7","5","3","4-year college degree"
"1468",21400001468,2021,"South",4000002021,400146821,"Georgia","1",25,1.49,1.490278006,"1","1","7.5","7","0","7.5","7.5","1","0","5","4","4","4","4","4","4","4","5","4","Some college, but no degree (yet)"
"1469",21400001469,2021,"South",4000002021,400146921,"Florida","1",29,0.62,0.617490411,"0","0","5","1","0","7.5","2.5","0","1","2.5","4","5","1","3","6","5","7","5","1","4-year college degree"
"1470",21400001470,2021,"Midwest",4000002021,400147021,"Ohio","1",29,0.4,0.396211773,"1","0","7.5","2","0","7.5","7.5","1","1","0","4","5","3","4","3","2","6","6","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1471",21400001471,2021,"South",4000002021,400147121,"Oklahoma","0",28,0.51,0.510904372,"1","1","5","4","0","7.5","10","0","0","2.5","4","2","4","4","2","3","7","7","4","4-year college degree"
"1472",21400001472,2021,"West",4000002021,400147221,"California","0",30,0.81,0.809823751,"0","0","5","2","1","5","7.5","1","1","2.5","1","2","1","1","3","1","4","4","1","4-year college degree"
"1473",21400001473,2021,"South",4000002021,400147321,"Kentucky","0",26,0.65,0.646413624,"0","0","5","1","0","2.5","7.5","1","0","2.5","2","3","1","2","2","4","6","4","1","4-year college degree"
"1474",21400001474,2021,"Midwest",4000002021,400147421,"Michigan","1",27,1.24,1.235030055,"1","0","5","3","1","7.5","7.5","1","1","5","4","2","1","2","3","1","5","5","1","Some college, but no degree (yet)"
"1475",21400001475,2021,"South",4000002021,400147521,"North Carolina","1",26,1.57,1.565769911,"0","0","7.5","5","1","7.5","7.5","0","1","10","4","4","6","6","5","4","6","7","7","High school graduate"
"1476",21400001476,2021,"West",4000002021,400147621,"California","1",20,1.24,1.235030055,"0","0","7.5","3","0","7.5","7.5","0","0","2.5","3","3","2","3","5","1","5","5","2","Some college, but no degree (yet)"
"1477",21400001477,2021,"Northeast",4000002021,400147721,"New Jersey","1",28,0.56,0.558478415,"0","0","7.5","8","0","10","10","1","0","7.5","5","5","5","5","5","4","4","4","5","4-year college degree"
"1478",21400001478,2021,"Northeast",4000002021,400147821,"New York","0",29,2.19,2.189842224,"0","1","7.5","9","0","7.5","7.5","1","0","7.5","6","6","6","6","6","6","7","6","7","High school graduate"
"1479",21400001479,2021,"Midwest",4000002021,400147921,"Minnesota","1",26,0.62,0.617490411,"0","0","7.5","2","0","5","7.5","1","0","5","3","2","1","1","4","5","5","5","2","4-year college degree"
"1480",21400001480,2021,"South",4000002021,400148021,"Arkansas","1",25,0.62,0.617490411,"1","0","5","3","0","7.5","5","1","1","5","3","5","3","3","3","5","5","5","2","4-year college degree"
"1481",21400001481,2021,"South",4000002021,400148121,"South Carolina","0",24,5.67,5.67043972,"0","0","7.5","10","1","7.5","7.5","1","0","5","6","6","6","4","3","5","3","1","5","Did not graduate from high school"
"1482",21400001482,2021,"Northeast",4000002021,400148221,"Massachusetts","1",30,0.67,0.667186499,"0","1","5","5","0","2.5","5","1","0","5","4","4","4","4","4","4","4","4","5","2-year college degree"
"1483",21400001483,2021,"South",4000002021,400148321,"Florida","1",29,1.39,1.39268291,"0","1","7.5","2","0","7.5","7.5","1","0","5","3","3","1","4","5","4","4","4","2","Some college, but no degree (yet)"
"1484",21400001484,2021,"South",4000002021,400148421,"Virginia","1",29,0.83,0.829386473,"1","0","7.5","4","0","10","5","0","0","5","5","6","6","6","4","1","6","4","6","4-year college degree"
"1485",21400001485,2021,"South",4000002021,400148521,"Florida","0",25,2.19,2.189842224,"0","0","7.5","5","0","7.5","7.5","1","1","5","4","5","3","5","4","5","4","1","7","High school graduate"
"1486",21400001486,2021,"South",4000002021,400148621,"Kentucky","0",27,2.19,2.189842224,"0","0","7.5","8","0","7.5","10","1","0","5","2","1","2","3","3","4","3","4","7","High school graduate"
"1487",21400001487,2021,"West",4000002021,400148721,"Utah","1",22,1.24,1.235030055,"1","0","7.5","2","1","7.5","5","0","1","7.5","3","3","4","5","4","2","6","4","3","Some college, but no degree (yet)"
"1488",21400001488,2021,"West",4000002021,400148821,"Utah","1",28,1.31,1.305918217,"1","0","7.5","7","1","7.5","7.5","1","0","5","4","6","4","4","5","1","3","1","5","2-year college degree"
"1489",21400001489,2021,"Northeast",4000002021,400148921,"Pennsylvania","1",21,1.52,1.522113919,"1","0","7.5","5","0","7.5","7.5","0","1","5","4","4","4","4","4","4","4","4","5","Some college, but no degree (yet)"
"1490",21400001490,2021,"West",4000002021,400149021,"California","1",24,2.22,2.216789722,"0","0","7.5","8","0","5","7.5","1","0","5","1","3","3","3","4","1","2","1","6","2-year college degree"
"1491",21400001491,2021,"Midwest",4000002021,400149121,"Iowa","1",22,2.16,2.161316872,"0","0","7.5","5","0","7.5","7.5","1","1","5","5","4","3","4","3","5","2","3","5","High school graduate"
"1492",21400001492,2021,"South",4000002021,400149221,"North Carolina","1",25,1.51,1.508882523,"0","1","7.5","5","0","7.5","10","1","1","5","2","1","3","4","5","1","6","1","3","Did not graduate from high school"
"1493",21400001493,2021,"South",4000002021,400149321,"North Carolina","1",19,1.24,1.235030055,"0","1","7.5","4","0","7.5","7.5","0","0","5","5","6","5","5","5","4","4","5","3","Some college, but no degree (yet)"
"1494",21400001494,2021,"Northeast",4000002021,400149421,"New Jersey","1",21,1.52,1.522113919,"0","0","5","4","0","7.5","7.5","1","1","7.5","4","4","3","5","4","1","4","2","3","Some college, but no degree (yet)"
"1495",21400001495,2021,"Northeast",4000002021,400149521,"New York","1",21,1.28,1.282958269,"0","0","7.5","4","0","7.5","7.5","0","0","2.5","4","4","4","5","4","1","4","6","5","Some college, but no degree (yet)"
"1496",21400001496,2021,"Midwest",4000002021,400149621,"Ohio","0",28,0.75,0.747609437,"0","0","7.5","1","0","2.5","7.5","0","0","0","2","2","3","5","1","4","7","4","2","Some college, but no degree (yet)"
"1497",21400001497,2021,"South",4000002021,400149721,"Tennessee","1",25,0.74,0.741985023,"0","1","7.5","4","0","7.5","10","1","1","5","4","3","3","3","3","1","3","4","4","2-year college degree"
"1498",21400001498,2021,"Midwest",4000002021,400149821,"Ohio","0",20,2.97,2.966811419,"1","0","10","5","0","10","10","1","1","2.5","1","3","2","1","4","4","4","2","2","Some college, but no degree (yet)"
"1499",21400001499,2021,"Northeast",4000002021,400149921,"New York","0",22,1.63,1.634500027,"0","1","7.5","1","0","2.5","10","1","0","5","1","2","1","1","1","1","2","1","1","Some college, but no degree (yet)"
"1500",21400001500,2021,"Northeast",4000002021,400150021,"New York","1",21,7.02,7.024494648,"0","0","7.5","3","0","7.5","7.5","0","0","5","5","4","4","5","4","5","5","5","5","Some college, but no degree (yet)"
